id,manuscript_id,work_id,chapter,section,subsection,extract,page,settlement,repository,shelfmark,locus,provenance,dating,refs,rawtext,notes
1619,1619,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,ORLÉANS,Bibliothèque publique,296,pp. 33 sqq,Fleury,s. xi,"CG XII (1889), 148.","p. 135 [=DAM]: ORLÉANS, Bibliothèque publique, 296, pp. 33 sqq. s. xi, Fleury. CG XII (1889), 148.",
1620,1620,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,OXFORD,Bodleian Library,Bodl. 832,,English,s. xv2,"SC II, i, 417.","p. 135 [=DAM]: OXFORD, Bodleian Library, Bodl. 832. s. xv2, English. SC II, i, 417.",
1621,1571,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,PARIS,Bibliothèque nationale,lat. 4841,,,s. x,"Paris, Cat. III, 4, 7; M. Manitius, op. cit. I, 74.","p. 135 [=DAM]: PARIS, Bibliothèque nationale, lat. 4841. s. x. Paris, Cat. III, 4, 7; M. Manitius, op. cit. I, 74.",
1622,1622,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,PARIS,Bibliothèque nationale,lat. 7558,,,s. ix,"Paris, Cat. III, 4, 373.","p. 135 [=DAM]: PARIS, Bibliothèque nationale, lat. 7558. s. ix. Paris, Cat. III, 4, 373.",
1623,1623,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,PARIS,Bibliothèque nationale,lat. 8170,,,s. x,"Ibid., 435. End defective.","p. 135 [=DAM]: PARIS, Bibliothèque nationale, lat. 8170. s. x. Ibid., 435. End defective.",
1624,1624,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,ROUEN,Bibliothèque publique,1470,fols. 30-54,Fécamp,s. x-xi,"CG I (1886), 440.","p. 135 [=DAM]: ROUEN, Bibliothèque publique, 1470, fols. 30-54. s. x-xi, Fécamp. CG I (1886), 440.",
1625,1625,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,TORTUSA,S. Iglesia catedral,495,,,s. xiv,"Vienna, SB CXXIX (1893), Abhandlung 4, 51.","p. 135 [=DAM]: TORTUSA, S. Iglesia catedral, 495. s. xiv. Vienna, SB CXXIX (1893), Abhandlung 4, 51.",
1626,1626,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,VALENCIENNES,Bibliothèque publique,414 (395),,St Amand,s. ix,"CG XXV (1894), 373; L. Delisle, Le cabinet des MSS II, 452.","p. 135 [=DAM]: VALENCIENNES, Bibliothèque publique, 414 (395). s. ix, St Amand. CG XXV (1894), 373; L. Delisle, Le cabinet des MSS II, 452.",
1627,1627,25,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,WILLIAMSTOWN,"Williams College, Chapin",20 (Phillipps 2166),,St. Gall?,s. x,"De Ricci I, 1085.","p. 135 [=DAM]: WILLIAMSTOWN, Williams College, Chapin, 20 (Phillipps 2166). s. x, St. Gall?. De Ricci I, 1085.",
1628,1628,48,School Treatises,Manuscripts containing De Arte Metrica alone,,,135,WORCESTER,Chapter Library,Q 5,,,s. xi,"J. K. Floyer and S. G. Hamilton, Cat. of MSS preserved in the Chapter library of Worcester Cathedral, 105.","p. 135 [=DAM + DST]: WORCESTER, Chapter Library, Q 5. s. xi. J. K. Floyer and S. G. Hamilton, Cat. of MSS preserved in the Chapter library of Worcester Cathedral, 105.",
1629,1629,25,School Treatises,Excerpts from De Arte Metrica,,,135,LONDON,British Library,Royal 15 A XVI,fol. 73v,"St Augustine’s, Canterbury",s. ix-x,"Warner-Gilson II, 146; Laistner in Bulletin of the J. Rylands library VII (1923), 423 ff.; Ker, 28","p. 135 [=DAM]: LONDON, British Library, Royal 15 A XVI, fol. 73v. s. ix-x, St Augustine’s, Canterbury. Warner-Gilson II, 146; Laistner in Bulletin of the J. Rylands library VII (1923), 423 ff.; Ker, 28",
1630,1630,25,School Treatises,Excerpts from De Arte Metrica,,,135,POMMERSFELDEN,Gr. Schönbornsche Bibliothek,2807,,,,"Serapeum VI (1845), 37, ""excerptum ex libro Bede de arte metrica.""","p. 135 [=DAM]: POMMERSFELDEN, Gr. Schönbornsche Bibliothek, 2807.., . Serapeum VI (1845), 37, ""excerptum ex libro Bede de arte metrica.""",
1631,1631,25,School Treatises,Excerpts from De Arte Metrica,Doubtful,,25,MUNICH,Bayerische Staatsbibliothek,19454,pp. 237-248,Tegernsee,s. xi,"Cat. Clm II, 3, 247, ""glossa in Bedae librum de metrica ratione.""","p. 25 [=DAM]: MUNICH, Bayerische Staatsbibliothek, 19454, pp. 237-248. s. xi, Tegernsee. Cat. Clm II, 3, 247, ""glossa in Bedae librum de metrica ratione.""",
1632,1632,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,BAMBERG,Landesbibliothek,M IV 12,,,s. ix,"K. Halm, Rhetores Latini Minores, 607; Friedrich Leitschuh, Kat. der HSS der kgl. Bibliothek zu Bamberg II, 45.","p. 136 [=DST]: BAMBERG, Landesbibliothek, M IV 12. s. ix. K. Halm, Rhetores Latini Minores, 607; Friedrich Leitschuh, Kat. der HSS der kgl. Bibliothek zu Bamberg II, 45.",
1633,1633,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,BERN,Stadtbibliothek,AA 90,fols. 1-6v,,s. xii-xiii,"H. Hagen, Cat. codd. bernensium, 115. The beginning is lost.","p. 136 [=DST]: BERN, Stadtbibliothek, AA 90, fols. 1-6v. s. xii-xiii. H. Hagen, Cat. codd. bernensium, 115. The beginning is lost.",
1634,1634,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,BERN,Stadtbibliothek,A 91,,,s. xiii,"Ibid., 124. Fragmentary.","p. 136 [=DST]: BERN, Stadtbibliothek, A 91. s. xiii. Ibid., 124. Fragmentary.",
1635,1635,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,CAMBRIDGE,Corpus Christi College,217,,Worcester,s. xiii,"James I, 513; Ker, 116.","p. 136 [=DST]: CAMBRIDGE, Corpus Christi College, 217. s. xiii, Worcester. James I, 513; Ker, 116.",
1636,1636,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,CAMBRIDGE,Pembroke College,1 (3),,Bury St Edmunds,s. xiv,"James, 1; Ker, 10; Halm, op. cit., 607.","p. 136 [=DST]: CAMBRIDGE, Pembroke College, 1 (3). s. xiv, Bury St Edmunds. James, 1; Ker, 10; Halm, op. cit., 607.",
1637,1637,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,CAMBRIDGE,Trinity College,912,fol. 43 sqq,,s. xiii1 et xii,"James II, 324.","p. 136 [=DST]: CAMBRIDGE, Trinity College, 912, fol. 43 sqq. s. xiii1 et xii. James II, 324.",
1638,1638,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,CRACOW,Jagiellonsky University,2319 AA XI 18,fols. 137-182,,s. xv,"W. Wislocki, Kat. Rekopisow Biblijoteki Univers. Jagiell., 553.","p. 136 [=DST]: CRACOW, Jagiellonsky University, 2319 AA XI 18, fols. 137-182. s. xv. W. Wislocki, Kat. Rekopisow Biblijoteki Univers. Jagiell., 553.",
1639,1639,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,LEIPZIG,Universitätsbibliothek,304,fols. 181v-182v,,s. xiii,"R. Helssig, Kat. der lat. und deutsch. HSS der Universitdtsbibliothek zu Leipzig, 434.","p. 136 [=DST]: LEIPZIG, Universitätsbibliothek, 304, fols. 181v-182v. s. xiii. R. Helssig, Kat. der lat. und deutsch. HSS der Universitdtsbibliothek zu Leipzig, 434.",
1640,1640,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,LEIPZIG,Universitätsbibliothek,308,fols. 141-143,Altzelle,s. xiii,"Ibid., 439; Zeitschrift für deutsche Geisteswissenschaft I (1935), 284.","p. 136 [=DST]: LEIPZIG, Universitätsbibliothek, 308, fols. 141-143. s. xiii, Altzelle. Ibid., 439; Zeitschrift für deutsche Geisteswissenschaft I (1935), 284.",
1641,1641,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,LEMBERG,Universitätsbibliothek,,,,s. xiv,"Archiv für österreichische Geschichte XXXIX (1868), 119. Two folios only.","p. 136 [=]: LEMBERG, Universitätsbibliothek, . s. xiv. Archiv für österreichische Geschichte XXXIX (1868), 119. Two folios only.",
1642,1642,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,OXFORD,Corpus Christi College,43,,,s. xiii in,"Coxe II, 16.","p. 136 [=DST]: OXFORD, Corpus Christi College, 43. s. xiii in. Coxe II, 16.",
1643,1643,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,PARIS,Bibliothèque nationale,lat. 2740,,,s. xiv,"Paris, Cat. III, 3, 324.","p. 136 [=DST]: PARIS, Bibliothèque nationale, lat. 2740. s. xiv. Paris, Cat. III, 3, 324.",
1644,671,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,UTRECHT,Universiteitsbibliotheek,73,fols. 115-120,Carthusians near Utrecht,A.D. 1462,,"p. 136 [=DST]: UTRECHT, Universiteitsbibliotheek, 73, fols. 115-120. A.D. 1462, Carthusians near Utrecht.",
1645,1645,29,School Treatises,Manuscripts of De Schematibus et Tropis alone,,,136,VIENNA,Nationalbibliothek,114,fols. 17-24v,,s. x,"Tabulae I, 16.","p. 136 [=DST]: VIENNA, Nationalbibliothek, 114, fols. 17-24v. s. x. Tabulae I, 16.",
1646,1646,29,School Treatises,Excerpts from De Schematibus et Tropis,,,136,KLOSTERNEUBURG,Stiftsbibliothek,345,fols. 1v-2,,s. xii,"H. Pfeiffer et B. Cerník, Cat. codd. mss qui in bibl . . . Claustroneoburgi asservantur II, 105","p. 136 [=DST]: KLOSTERNEUBURG, Stiftsbibliothek, 345, fols. 1v-2. s. xii. H. Pfeiffer et B. Cerník, Cat. codd. mss qui in bibl . . . Claustroneoburgi asservantur II, 105",
1647,1647,28,School Treatises,De Orthographia,,,137,BERN,Stadtbibliothek,178,fols. 78-88,,s. ix-x,"H. Hagen, Cat. codd. bernensium, 238.","p. 137 [=DO]: BERN, Stadtbibliothek, 178, fols. 78-88. s. ix-x. H. Hagen, Cat. codd. bernensium, 238.",
1648,1648,28,School Treatises,De Orthographia,,,137,BERN,Stadtbibliothek,291,fols. 108-111,,s. xii-xiii,"Ibid., 311.","p. 137 [=DO]: BERN, Stadtbibliothek, 291, fols. 108-111. s. xii-xiii. Ibid., 311.",
1649,1649,28,School Treatises,De Orthographia,,,137,CAMBRIDGE,Corpus Christi College,221,fols. 9-24v,,s. ix,"James I, 519.","p. 137 [=DO]: CAMBRIDGE, Corpus Christi College, 221, fols. 9-24v. s. ix. James I, 519.",
1650,1650,28,School Treatises,De Orthographia,,,137,CAMBRIDGE,Sidney Sussex College,75,,,s. xiii1,"James, 54.","p. 137 [=DO]: CAMBRIDGE, Sidney Sussex College, 75. s. xiii1. James, 54.",
1651,1580,28,School Treatises,De Orthographia,,,137,LEYDEN,Universiteitsbibliotheek,B.P.L. 122,fols. 85-97v,,s. x,"Keil, op. cit., 222; Bibl. univers. leidensis: Codd. mss III, 63.","p. 137 [=DO]: LEYDEN, Universiteitsbibliotheek, B.P.L. 122, fols. 85-97v. s. x. Keil, op. cit., 222; Bibl. univers. leidensis: Codd. mss III, 63.",
1652,1652,28,School Treatises,De Orthographia,,,137,LEYDEN,Universiteitsbibliotheek,B.P.L. 191,fols. 97-107v,,s. xii,"Ibid., 99.","p. 137 [=DO]: LEYDEN, Universiteitsbibliotheek, B.P.L. 191, fols. 97-107v. s. xii. Ibid., 99.",
1653,1653,28,School Treatises,De Orthographia,,,137,LONDON,British Library,Addit. 21998,fols. 248-258,,s. xiv,"Index to the cat. of additions, 1854-75, 116.","p. 137 [=DO]: LONDON, British Library, Addit. 21998, fols. 248-258. s. xiv. Index to the cat. of additions, 1854-75, 116.",
1654,1654,28,School Treatises,De Orthographia,,,137,LONDON,British Library,Harley 3826,,,s. ix?,"Giles VI, ii.","p. 137 [=DO]: LONDON, British Library, Harley 3826. s. ix?. Giles VI, ii.",
1655,1655,28,School Treatises,De Orthographia,,,137,LONDON,British Library,Harley 3969,,,s. xii,"Ibid.; Cat. of the Harleian MSS III, 100.","p. 137 [=DO]: LONDON, British Library, Harley 3969. s. xii. Ibid.; Cat. of the Harleian MSS III, 100.",
1656,1545,28,School Treatises,De Orthographia,,,137,MONTPELLIER,École de Médecine,306,,,s. ix,"CG I (1849), 410; Keil, op. cit., 222 (M).","p. 137 [=DO]: MONTPELLIER, École de Médecine, 306. s. ix. CG I (1849), 410; Keil, op. cit., 222 (M).",
1657,1657,28,School Treatises,De Orthographia,,,137,MUNICH,Bayerische Staatsbibliothek,14387,,St Emmeram,s. ix,"Cat. Clm II, 2, 164; Manitius, op. cit., 76.","p. 137 [=DO]: MUNICH, Bayerische Staatsbibliothek, 14387. s. ix, St Emmeram. Cat. Clm II, 2, 164; Manitius, op. cit., 76.",
1658,1658,28,School Treatises,De Orthographia,,,137,OXFORD,Bodleian Library,Bodl. 186,,English,s. xii-xiii,"SC II, 1, 206.","p. 137 [=DO]: OXFORD, Bodleian Library, Bodl. 186. s. xii-xiii, English. SC II, 1, 206.",
1659,1659,28,School Treatises,De Orthographia,,,138,PARIS,Bibliothèque nationale,lat. 7530,,Monte Cassino,s. viii ex.,"Keil, op. cit., 222 (P); W. M. Lindsay, Notae latinae, 472; E. A. Loew Beneventan Script, 71.","p. 138 [=DO]: PARIS, Bibliothèque nationale, lat. 7530. s. viii ex., Monte Cassino. Keil, op. cit., 222 (P); W. M. Lindsay, Notae latinae, 472; E. A. Loew Beneventan Script, 71.",
1660,1660,28,School Treatises,De Orthographia,,,138,ST GALL,Stiftsbibliothek,249,,St Gall,s. ix in.,"Lindsay, op. cit., 484; SMAH I, 75 with plate XVIII; Keil, op. cit., 222","p. 138 [=DO]: ST GALL, Stiftsbibliothek, 249. s. ix in., St Gall. Lindsay, op. cit., 484; SMAH I, 75 with plate XVIII; Keil, op. cit., 222",
1661,1661,28,School Treatises,De Orthographia,,,138,VATICAN CITY,Biblioteca Apostolica Vaticana,Vat. 1469,fols. 162 sqq,,A.D. 908,"G. Goetz, Corpus glossariorum latinorum V, xviii; J. W. Pirie in Bulletin Ducange II (1926), 185. Glosses from De Orthographia with additions from elsewhere.","p. 138 [=DO]: VATICAN CITY, Biblioteca Apostolica Vaticana, Vat. 1469, fols. 162 sqq. A.D. 908. G. Goetz, Corpus glossariorum latinorum V, xviii; J. W. Pirie in Bulletin Ducange II (1926), 185. Glosses from De Orthographia with additions from elsewhere.",
1662,1662,28,School Treatises,De Orthographia,,,138,VATICAN CITY,Biblioteca Apostolica Vaticana,Vat. 1589,fols. 79 sqq,,s. xii,"B. Nogara, Codd. vat. lat. Ill, 85.","p. 138 [=DO]: VATICAN CITY, Biblioteca Apostolica Vaticana, Vat. 1589, fols. 79 sqq. s. xii. B. Nogara, Codd. vat. lat. Ill, 85.",
1663,1663,28,School Treatises,De Orthographia,,,138,WOLFENBÜTTEL,Herzogliche Bibliothek,Gud. 2° 132,fols. 100v-108,,s. x,"O. von Heinemann, Die HSS der herzogl. Bibl. zu Wolfenbüttel I, 156.","p. 138 [=DO]: WOLFENBÜTTEL, Herzogliche Bibliothek, Gud. 2° 132, fols. 100v-108. s. x. O. von Heinemann, Die HSS der herzogl. Bibl. zu Wolfenbüttel I, 156.",
1664,1664,27,Scientific Treatises,De Natura Rerum,,,139,ADMONT,Stiftsbibliothek,111,,,s. xi,"ZBW, Beiheft 4, 503 and 519, note 75.","p. 139 [=DNR]: ADMONT, Stiftsbibliothek, 111. s. xi. ZBW, Beiheft 4, 503 and 519, note 75.",
1665,1665,27,Scientific Treatises,De Natura Rerum,,,139,AMIENS,Bibliothèque publique,222,,Corbie,s. ix,,"p. 139 [=DNR]: AMIENS, Bibliothèque publique, 222. s. ix, Corbie.",
1666,1666,27,Scientific Treatises,De Natura Rerum,,,139,ANGERS,Bibliothèque publique,477,fols. 10-44v,,s. ix,"CG XXXI (1898), 349.","p. 139 [=DNR]: ANGERS, Bibliothèque publique, 477, fols. 10-44v. s. ix. CG XXXI (1898), 349.",
1667,1667,27,Scientific Treatises,De Natura Rerum,,,139,BAMBERG,Landesbibliothek,B V 19,fols. 86-100v,Chapter library,s. x,"Friedrich Leitschuh, Kat. der HSS der kgl. Bibliothek zu Bamberg I, 482; C. H. Beeson, Isidorstudien, 41.","p. 139 [=DNR]: BAMBERG, Landesbibliothek, B V 19, fols. 86-100v. s. x, Chapter library. Friedrich Leitschuh, Kat. der HSS der kgl. Bibliothek zu Bamberg I, 482; C. H. Beeson, Isidorstudien, 41.",
1668,1668,27,Scientific Treatises,De Natura Rerum,,,139,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,128 (Phillipps 1831),,Verona and Metz,Before 818,,"p. 139 [=DNR]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 128 (Phillipps 1831). Before 818, Verona and Metz.",
1669,1669,27,Scientific Treatises,De Natura Rerum,,,139,BERLIN,Staatsbibliothek Preußischer Kulturbesitz,130 (Phillipps 1832),,Metz,s. ix ex.,,"p. 139 [=DNR]: BERLIN, Staatsbibliothek Preußischer Kulturbesitz, 130 (Phillipps 1832). s. ix ex., Metz.",
1670,1670,27,Scientific Treatises,De Natura Rerum,,,140,BERN,Stadtbibliothek,285,,Fleury?,s. xii,,"p. 140 [=DNR]: BERN, Stadtbibliothek, 285. s. xii, Fleury?.",
1671,1671,27,Scientific Treatises,De Natura Rerum,,,140,BERN,Stadtbibliothek,610,,,s. x,,"p. 140 [=DNR]: BERN, Stadtbibliothek, 610. s. x.",
1672,1077,27,Scientific Treatises,De Natura Rerum,,,140,BESANÇON,Bibliothèque publique,186,,,s. ix,,"p. 140 [=DNR]: BESANÇON, Bibliothèque publique, 186. s. ix.",
1673,1673,27,Scientific Treatises,De Natura Rerum,,,140,BORDEAUX,Bibliothèque publique,11,,La Sauve,s. xii,"CG XXIII (1894), 15. Seemingly chapters 1 and 2 only.","p. 140 [=DNR]: BORDEAUX, Bibliothèque publique, 11. s. xii, La Sauve. CG XXIII (1894), 15. Seemingly chapters 1 and 2 only.",
1674,1674,27,Scientific Treatises,De Natura Rerum,,,140,BRUSSELS,Bibliothèque royale,1359,,"St Laurent, Liège",s. xi,,"p. 140 [=DNR]: BRUSSELS, Bibliothèque royale, 1359. s. xi, St Laurent, Liège.",
1675,1675,27,Scientific Treatises,De Natura Rerum,,,140,BRUSSELS,Bibliothèque royale,1361,,,s. xii,,"p. 140 [=DNR]: BRUSSELS, Bibliothèque royale, 1361. s. xii.",
1676,1676,27,Scientific Treatises,De Natura Rerum,,,140,CAMBRAI,Bibliothèque publique,249,,St Sépulcre,s. xii,"CG XVII (1891), 83.","p. 140 [=DNR]: CAMBRAI, Bibliothèque publique, 249. s. xii, St Sépulcre. CG XVII (1891), 83.",
1677,1677,27,Scientific Treatises,De Natura Rerum,,,140,CAMBRIDGE,University Library,Gg ii 21,,,s. xii aut xiii,"Cat. of the MSS preserved in the libr. of the Univ. of Cambridge III, 53.","p. 140 [=DNR]: CAMBRIDGE, University Library, Gg ii 21. s. xii aut xiii. Cat. of the MSS preserved in the libr. of the Univ. of Cambridge III, 53.",
1678,1678,27,Scientific Treatises,De Natura Rerum,,,140,CAMBRIDGE,University Library,Ii i 32,fols. 203-211,Norwich,s. xiv,"Ibid., 357; Ker, 76.","p. 140 [=DNR]: CAMBRIDGE, University Library, Ii i 32, fols. 203-211. s. xiv, Norwich. Ibid., 357; Ker, 76.",
1679,1174,27,Scientific Treatises,De Natura Rerum,,,140,CAMBRIDGE,Corpus Christi College,359,,,s. xiv1,"James II, 192.","p. 140 [=DNR]: CAMBRIDGE, Corpus Christi College, 359. s. xiv1. James II, 192.",
1680,1487,27,Scientific Treatises,De Natura Rerum,,,140,CAMBRIDGE,St John’s College,221,,"Carmelites, London",s. xii,"James, 254; Ker, 69.","p. 140 [=DNR]: CAMBRIDGE, St John’s College, 221. s. xii, Carmelites, London. James, 254; Ker, 69.",
1681,1681,27,Scientific Treatises,De Natura Rerum,,,140,CAMBRIDGE,Trinity College,1381,,,s. xii,"James III, 393.","p. 140 [=DNR]: CAMBRIDGE, Trinity College, 1381. s. xii. James III, 393.",
1682,1682,27,Scientific Treatises,De Natura Rerum,,,140,CARPENTRAS,Bibliothèque publique,1792,,,s. xv-xvii,"CG XXXV (1899), 332-33. Chapter 12 and some other extracts only.","p. 140 [=DNR]: CARPENTRAS, Bibliothèque publique, 1792. s. xv-xvii. CG XXXV (1899), 332-33. Chapter 12 and some other extracts only.",
1683,134,27,Scientific Treatises,De Natura Rerum,,,140,CHARTRES,Bibliothèque publique,19,,Chapter library,s. x,,"p. 140 [=DNR]: CHARTRES, Bibliothèque publique, 19. s. x, Chapter library.",
1684,711,27,Scientific Treatises,De Natura Rerum,,,140,CHARTRES,Bibliothèque publique,70,,,s. ix,,"p. 140 [=DNR]: CHARTRES, Bibliothèque publique, 70. s. ix.",
1685,1187,27,Scientific Treatises,De Natura Rerum,,,140,CHARTRES,Bibliothèque publique,80,fols. 19-34v,St Père,s. ix,"CG XI (1890), 42. Incomplete.","p. 140 [=DNR]: CHARTRES, Bibliothèque publique, 80, fols. 19-34v. s. ix, St Père. CG XI (1890), 42. Incomplete.",
1686,1489,27,Scientific Treatises,De Natura Rerum,,,140,COLOGNE,Dombibliothek,103,,,s. ix,,"p. 140 [=DNR]: COLOGNE, Dombibliothek, 103. s. ix.",
1687,1687,27,Scientific Treatises,De Natura Rerum,,,140,DIJON,Bibliothèque publique,448,,St Bénigne,s. x et xii,"CG V (1889), 109.","p. 140 [=DNR]: DIJON, Bibliothèque publique, 448. s. x et xii, St Bénigne. CG V (1889), 109.",
1688,1688,27,Scientific Treatises,De Natura Rerum,,,140,ESCURIAL,Real biblioteca,Q I 3,fol. 233v,,A.D. 1047,"G. Antolín, Cat. de los códices latinos de la real biblioteca del Escorial II, 334-35.","p. 140 [=DNR]: ESCURIAL, Real biblioteca, Q I 3, fol. 233v. A.D. 1047. G. Antolín, Cat. de los códices latinos de la real biblioteca del Escorial II, 334-35.",
1689,1689,27,Scientific Treatises,De Natura Rerum,,,140,ESCURIAL,Real biblioteca,R III 9,,,s. xii,"Ibid. III, 501.","p. 140 [=DNR]: ESCURIAL, Real biblioteca, R III 9. s. xii. Ibid. III, 501.",
1690,1690,27,Scientific Treatises,De Natura Rerum,,,140,ÉVREUX,Bibliothèque publique,60,,Abbaye de Lyre,s. xii,"CGII (1888), 437.","p. 140 [=DNR]: ÉVREUX, Bibliothèque publique, 60. s. xii, Abbaye de Lyre. CGII (1888), 437.",
1691,1691,27,Scientific Treatises,De Natura Rerum,,,140,ÉVREUX,Bibliothèque publique,67,,Abbaye de Lyre,s. xii,"Ibid., 439.","p. 140 [=DNR]: ÉVREUX, Bibliothèque publique, 67. s. xii, Abbaye de Lyre. Ibid., 439.",
1692,1692,27,Scientific Treatises,De Natura Rerum,,,140,FLORENCE,Biblioteca Laurenziana,XXIX 24,,,s. xi,"A. M. Bandini, Cat. codd. lat. bibl. mediceae laurentianae II, col. 39.","p. 140 [=DNR]: FLORENCE, Biblioteca Laurenziana, XXIX 24. s. xi. A. M. Bandini, Cat. codd. lat. bibl. mediceae laurentianae II, col. 39.",
1693,1693,27,Scientific Treatises,De Natura Rerum,,,140,GENEVA,Bibliothèque de l’université,50,,Massai,A.D. 804?,,"p. 140 [=DNR]: GENEVA, Bibliothèque de l’université, 50. A.D. 804?, Massai.",
1694,1405,27,Scientific Treatises,De Natura Rerum,,,140,KARLSRUHE,Landesbibliothek,Aug. 167,,Reichenau,Before 848,,"p. 140 [=DNR]: KARLSRUHE, Landesbibliothek, Aug. 167. Before 848, Reichenau.",
1695,1695,27,Scientific Treatises,De Natura Rerum,,,140,KARLSRUHE,Landesbibliothek,"Carol. 339, No. 1",,,,"L. Traube, Die lat. HSS in alter Capitalis und in Uncialis, bearbeitet von P. Lehmann, 190.","p. 140 [=DNR]: KARLSRUHE, Landesbibliothek, Carol. 339, No. 1.., . L. Traube, Die lat. HSS in alter Capitalis und in Uncialis, bearbeitet von P. Lehmann, 190.",
1696,1696,27,Scientific Treatises,De Natura Rerum,,,141,KARLSRUHE,Landesbibliothek,Carol. 442,fols. 21v-27v,,s. x-xi,"Die HSS der . . . Landesbibliothek: IV Karlsruher HSS, 79.","p. 141 [=DNR]: KARLSRUHE, Landesbibliothek, Carol. 442, fols. 21v-27v. s. x-xi. Die HSS der . . . Landesbibliothek: IV Karlsruher HSS, 79.",
1697,1697,27,Scientific Treatises,De Natura Rerum,,,141,KASSEL,Landesbibliothek,442,,,s. x-xi,"E. Zinner, Verzeichniss der astronom. HSS des deutschen Kulturgebietes, 370.","p. 141 [=DNR]: KASSEL, Landesbibliothek, 442. s. x-xi. E. Zinner, Verzeichniss der astronom. HSS des deutschen Kulturgebietes, 370.",
1698,1203,27,Scientific Treatises,De Natura Rerum,,,141,KLOSTERNEUBURG,Stiftsbibliothek,685,,,s. xii,"Ibid., 48.","p. 141 [=DNR]: KLOSTERNEUBURG, Stiftsbibliothek, 685. s. xii. Ibid., 48.",
1699,1206,27,Scientific Treatises,De Natura Rerum,,,141,LEYDEN,Universiteitsbibliotheek,Voss. lat. Q 57,,,,"Bibl. academ. lugduno-batavae: Inventaris van de HSS I, 10.","p. 141 [=DNR]: LEYDEN, Universiteitsbibliotheek, Voss. lat. Q 57.., . Bibl. academ. lugduno-batavae: Inventaris van de HSS I, 10.",
1700,1700,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Addit. 34749 (Phillipps 1056),,,s. xii,"Cat. of additions,1894-99, 70.","p. 141 [=DNR]: LONDON, British Library, Addit. 34749 (Phillipps 1056). s. xii. Cat. of additions,1894-99, 70.",
1701,1492,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Cotton Tib. E IV,,Winchcombe,s. xii in.,"Ker, 111.","p. 141 [=DNR]: LONDON, British Library, Cotton Tib. E IV. s. xii in., Winchcombe. Ker, 111.",
1702,1702,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Cotton Vespas. B XIII,fols. 22v sqq,,,"Cat. of the MSS in the Cottonian library (1802), 440.","p. 141 [=DNR]: LONDON, British Library, Cotton Vespas. B XIII, fols. 22v sqq.., . Cat. of the MSS in the Cottonian library (1802), 440.",
1703,1493,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Egerton 3088 (Phillipps 12200),,Dore,s. xiii,"Ker, 36.","p. 141 [=DNR]: LONDON, British Library, Egerton 3088 (Phillipps 12200). s. xiii, Dore. Ker, 36.",
1704,1704,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Harley 3105,,,s. xii,"Cat. of the Harleian MSS II, 725.","p. 141 [=DNR]: LONDON, British Library, Harley 3105. s. xii. Cat. of the Harleian MSS II, 725.",
1705,717,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Harley 3091,,,s. x,,"p. 141 [=DNR]: LONDON, British Library, Harley 3091. s. x.",
1706,1706,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Harley 3735,,,s. xiv,,"p. 141 [=DNR]: LONDON, British Library, Harley 3735. s. xiv.",
1707,1497,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Royal 13 A XI,,,s. xi/xii,,"p. 141 [=DNR]: LONDON, British Library, Royal 13 A XI. s. xi/xii.",
1708,1708,27,Scientific Treatises,De Natura Rerum,,,141,LONDON,British Library,Sloane 2030,fols. 1-9,,s. xii-xiii,"Index to the Sloane MSS, 46.","p. 141 [=DNR]: LONDON, British Library, Sloane 2030, fols. 1-9. s. xii-xiii. Index to the Sloane MSS, 46.",
